snp_index,position,Diversity_Hawaiian-population,Diversity_non-Hawaiian_population,CHROM,Fst
60030,8685996,7.07E-04,2.03E-04,X,0.151537031
60035,8686354,6.44E-04,1.89E-04,X,0.15945206
60040,8686714,5.43E-04,1.51E-04,X,0.171622037
60045,8686939,3.72E-04,1.16E-04,X,0.160252333
60054,8687609,7.44E-05,3.91E-05,X,0.065814647
60065,8704457,1.66E-04,2.65E-05,X,0.172155938
60073,8705027,3.90E-04,9.06E-05,X,0.223837326
60077,8705407,4.62E-04,1.08E-04,X,0.200188285
60084,8705914,6.72E-04,1.91E-04,X,0.227437323
60091,8706247,7.87E-04,2.15E-04,X,0.207987018
60093,8706541,8.23E-04,2.16E-04,X,0.204616254
60103,8707480,0.00109461,3.91E-04,X,0.201737064
60111,8708332,0.001309549,4.78E-04,X,0.215803469
60122,8708830,0.00171316,5.80E-04,X,0.211185056
60135,8710254,0.001986101,6.51E-04,X,0.204321827
60149,8711120,0.002109986,6.54E-04,X,0.211987802
60163,8712011,0.002064679,6.66E-04,X,0.202920623
60169,8712354,0.002082845,6.88E-04,X,0.201333084
60177,8712678,0.001873598,6.05E-04,X,0.191557183
60184,8712972,0.001758468,5.82E-04,X,0.198171718
60190,8713225,0.001876443,0.000588166,X,0.195366468
60204,8713730,0.001755404,4.64E-04,X,0.186447403
60214,8714213,0.001649466,4.15E-04,X,0.171689853
60230,8715396,0.001441094,3.70E-04,X,0.165663301
60251,8719973,0.001376744,3.84E-04,X,0.15530476
60270,8722378,0.00125461,4.23E-04,X,0.132493169
60280,8723289,0.001155021,3.76E-04,X,0.127957329
60285,8723616,0.001091108,3.37E-04,X,0.132859667
60287,8723755,0.001095705,3.66E-04,X,0.132161622
60290,8723944,0.001236224,3.87E-04,X,0.145351299
60299,8724307,0.001200985,3.93E-04,X,0.150600507
60309,8724817,0.001243228,4.09E-04,X,0.163911794
60316,8725520,0.00130145,4.27E-04,X,0.167053489
60330,8728813,0.001280876,5.00E-04,X,0.177300526
60345,8729955,0.001227031,4.48E-04,X,0.196681781
60361,8731243,0.001095705,4.22E-04,X,0.199128108
60373,8732383,0.001114966,5.69E-04,X,0.214330341
60386,8733061,0.001282408,6.44E-04,X,0.20461819
60394,8733807,0.001443721,6.45E-04,X,0.197459151
60397,8733926,0.001303201,6.24E-04,X,0.192852873
60402,8734224,0.001183694,6.11E-04,X,0.193135415
60408,8734957,0.001039672,5.54E-04,X,0.197866059
60415,8735438,8.86E-04,4.98E-04,X,0.19466114
60429,8736305,8.92E-04,4.31E-04,X,0.183872341
60444,8736945,0.00108104,4.81E-04,X,0.188928772
60453,8737204,0.001188071,4.79E-04,X,0.199023418
60464,8742027,0.001170561,3.17E-04,X,0.18524895
60479,8743364,0.001080821,2.62E-04,X,0.194417118
60486,8743835,9.15E-04,2.32E-04,X,0.208407533
60491,8744064,0.001022161,3.09E-04,X,0.199430898
60494,8744322,0.001094172,3.15E-04,X,0.195699596
60500,8745568,0.001213023,3.37E-04,X,0.189015357
60510,8746086,0.001527332,4.96E-04,X,0.18687222
60520,8748846,0.001563228,4.82E-04,X,0.186617255
60539,8750640,0.001685144,5.57E-04,X,0.188592331
60550,8751478,0.001745773,5.94E-04,X,0.171136922
60563,8752693,0.001906211,8.44E-04,X,0.212248889
60574,8753399,0.001997264,9.37E-04,X,0.213993894
60580,8753689,0.002153981,9.63E-04,X,0.214624811
60592,8754158,0.002229494,9.48E-04,X,0.219712398
60603,8754643,0.002385116,0.001063876,X,0.230157699
60616,8755939,0.002463912,0.00104865,X,0.231718472
60633,8756951,0.002443119,0.001144455,X,0.215606166
60646,8757786,0.002535486,0.001203991,X,0.205016658
60664,8759107,0.002308728,0.001257871,X,0.190276406
60678,8760071,0.002268892,0.001292486,X,0.198209395
60695,8761139,0.002312668,0.001079958,X,0.168878435
60705,8761649,0.002191847,0.001017719,X,0.15922872
60718,8762599,0.00221264,0.0010795,X,0.150616224
60730,8763396,0.002186813,0.00108788,X,0.138311118
60744,8764280,0.002236498,0.001224931,X,0.11791481
60752,8764751,0.001990479,0.001208835,X,0.109425258
60760,8765340,0.001683174,9.52E-04,X,0.120857438
60769,8765793,0.001374337,8.45E-04,X,0.127973088
60775,8766257,0.00113554,6.33E-04,X,0.136909213
60783,8767616,9.72E-04,5.20E-04,X,0.128393728
60791,8768288,6.86E-04,4.69E-04,X,0.09984109
60794,8768411,6.12E-04,4.16E-04,X,0.110614915
60801,8769067,4.34E-04,3.29E-04,X,0.11488595
60806,8769454,2.77E-04,2.59E-04,X,0.136505852
60813,8845725,4.60E-06,1.71E-06,X,-0.002234872
60821,8846353,2.27E-04,1.93E-05,X,0.14587847
60827,8846801,3.82E-04,6.12E-05,X,0.176021867
60833,8847404,5.23E-04,8.53E-05,X,0.164625835
60840,8847980,8.18E-04,2.65E-04,X,0.233498522
60843,8848528,9.10E-04,3.01E-04,X,0.228945153
60845,8848580,9.63E-04,3.56E-04,X,0.231371919
60856,8849380,0.00139316,4.49E-04,X,0.233829549
60864,8849749,0.001499316,4.89E-04,X,0.224647223
60873,8850155,0.00162145,5.34E-04,X,0.219761798
60876,8851818,0.001704186,5.96E-04,X,0.220875051
60887,8852181,0.001583803,6.26E-04,X,0.219054784
60895,8852570,0.001521423,6.34E-04,X,0.229033182
60906,8853571,0.001551847,6.38E-04,X,0.229690082
60920,8854258,0.00142249,4.92E-04,X,0.20063272
60923,8854357,0.00133078,4.56E-04,X,0.201521584
60930,8854770,0.001441313,5.59E-04,X,0.224454971
60947,8857838,0.001107743,5.30E-04,X,0.209415247
60962,8859617,0.001225499,5.63E-04,X,0.19920194
60978,8861688,0.001195513,5.98E-04,X,0.209572326
60986,8862386,0.001271683,6.68E-04,X,0.208347769
60997,8863288,0.001378057,7.67E-04,X,0.22392483
61005,8863808,0.001466047,7.73E-04,X,0.209253156
61021,8864992,0.001573953,8.75E-04,X,0.210626245
61037,8866067,0.001624077,8.68E-04,X,0.21051266
61037,8866067,0.001624077,8.68E-04,X,0.21051266
61043,8866692,0.001460575,7.10E-04,X,0.186935216
61056,8867671,0.001606566,6.83E-04,X,0.184165989
61068,8868162,0.001497784,6.85E-04,X,0.193461603
61078,8868430,0.001489685,6.51E-04,X,0.184083624
61092,8869389,0.00160788,6.49E-04,X,0.173739723
61105,8872141,0.001515732,5.60E-04,X,0.154744405
61112,8872551,0.001335376,5.05E-04,X,0.153468827
61123,8873350,0.001056306,3.75E-04,X,0.140957543
61136,8875200,9.61E-04,3.60E-04,X,0.134862553
61138,8875203,9.83E-04,3.74E-04,X,0.132049759
61138,8875203,9.83E-04,3.74E-04,X,0.132049759
61146,8875660,7.41E-04,3.38E-04,X,0.135372484
61151,8876074,6.26E-04,2.61E-04,X,0.133605918
61158,8876656,5.95E-04,2.43E-04,X,0.126004784
61174,8884507,4.51E-04,1.57E-04,X,0.094457515
61189,8885399,6.34E-04,3.07E-04,X,0.105125596
61194,8885805,6.75E-04,3.41E-04,X,0.104870282
61194,8885805,6.75E-04,3.41E-04,X,0.104870282
61198,8885969,5.54E-04,3.29E-04,X,0.100979706
61204,8886398,7.05E-04,3.92E-04,X,0.151798299
61205,8886432,7.18E-04,3.95E-04,X,0.150040181
61205,8886432,7.18E-04,3.95E-04,X,0.150040181
61205,8886432,7.18E-04,3.95E-04,X,0.150040181
61210,8886543,6.82E-04,3.69E-04,X,0.155294136
61220,8887264,5.84E-04,3.22E-04,X,0.170097721
61235,8890985,4.06E-04,1.48E-04,X,0.188014869
61248,8896286,4.58E-04,2.16E-04,X,0.227876226
61253,8896862,5.36E-04,3.13E-04,X,0.231705562
61260,8897283,8.32E-04,3.50E-04,X,0.224634418
61268,8897904,6.95E-04,2.78E-04,X,0.201331044
61269,8898233,6.82E-04,2.75E-04,X,0.203917129
61269,8898233,6.82E-04,2.75E-04,X,0.203917129
61269,8898233,6.82E-04,2.75E-04,X,0.203917129
61270,8898312,6.65E-04,2.74E-04,X,0.205976245
61271,8898367,6.25E-04,2.74E-04,X,0.208340432
61277,8898708,5.04E-04,2.41E-04,X,0.230750362
61285,8899300,4.10E-04,1.39E-04,X,0.207806023
61290,8899771,3.32E-04,4.15E-05,X,0.188523679
61297,8900223,3.66E-05,4.27E-06,X,0.010690018
61305,8941895,1.60E-04,3.25E-05,X,0.233798361
61312,8942170,3.07E-04,9.66E-05,X,0.170706042
61318,8942483,4.76E-04,1.36E-04,X,0.17770825
61325,8943250,5.42E-04,1.56E-04,X,0.163078642
61329,8943375,5.95E-04,1.64E-04,X,0.154700776
61339,8944140,7.14E-04,2.41E-04,X,0.172241248
61349,8945031,9.60E-04,3.66E-04,X,0.182831837
61354,8945245,0.001169685,4.36E-04,X,0.198257407
61357,8946289,0.001234692,4.56E-04,X,0.198075288
61363,8946687,0.001403885,5.07E-04,X,0.190168257
61368,8946824,0.001253078,5.24E-04,X,0.198868886
61376,8946958,0.001106211,4.60E-04,X,0.210203497
61382,8947198,9.37E-04,4.21E-04,X,0.213081588
61388,8947527,8.71E-04,4.01E-04,X,0.222471241
61393,8947678,8.18E-04,4.51E-04,X,0.24533292
61411,8949859,8.81E-04,4.20E-04,X,0.236019349
61424,8950915,6.68E-04,3.79E-04,X,0.25357779
61435,8956107,5.53E-04,3.50E-04,X,0.238113423
61445,8956717,6.54E-04,3.92E-04,X,0.219242934
61456,8958614,6.01E-04,4.10E-04,X,0.247497378
61457,8958730,5.92E-04,3.60E-04,X,0.228107148
61471,8959657,9.66E-04,5.00E-04,X,0.206705739
61476,8959957,0.001033105,5.75E-04,X,0.22099778
61486,8960772,0.001299918,6.68E-04,X,0.212194527
61492,8962249,0.001389001,6.21E-04,X,0.19466718
61506,8962724,0.001297291,6.09E-04,X,0.189844736
61518,8963193,0.001557538,5.56E-04,X,0.17759976
61534,8964424,0.001680328,5.82E-04,X,0.176935076
61548,8965303,0.001702873,5.79E-04,X,0.17876134
61561,8966552,0.00171907,6.43E-04,X,0.175793923
61572,8967245,0.002022216,7.82E-04,X,0.185908411
61594,8968513,0.001917373,6.77E-04,X,0.189196981
61606,8969007,0.001983256,6.38E-04,X,0.177441048
61621,8970084,0.001884979,6.06E-04,X,0.178133601
61632,8970846,0.00194933,6.68E-04,X,0.176849122
61651,8971578,0.00204301,7.06E-04,X,0.173697166
61670,8972694,0.001993543,7.46E-04,X,0.173950368
61685,8973785,0.001940356,7.62E-04,X,0.181011031
61704,8975275,0.002015431,8.05E-04,X,0.183918462
61720,8976388,0.002004049,6.96E-04,X,0.173453935
61737,8977101,0.001762845,5.68E-04,X,0.156910769
61754,8977957,0.001693461,5.88E-04,X,0.146309328
61767,8979079,0.001676826,5.54E-04,X,0.140727867
61778,8979712,0.001638304,5.38E-04,X,0.139908839
61796,8980230,0.001867688,6.17E-04,X,0.138255813
61816,8981843,0.001781669,5.67E-04,X,0.13956537
61835,8983265,0.001724104,5.18E-04,X,0.130222295
61845,8984029,0.001605034,4.48E-04,X,0.112817729
61861,8985166,0.001494938,3.74E-04,X,0.106777639
61877,8985718,0.001461231,3.75E-04,X,0.107560214
61889,8986323,0.00150632,3.74E-04,X,0.107127608
61904,8987392,0.001455759,3.42E-04,X,0.11434003
61915,8987998,0.001439562,4.05E-04,X,0.112776909
61921,8988677,0.001309549,3.60E-04,X,0.105789152
61936,8990039,9.94E-04,2.49E-04,X,0.093931899
61946,8990820,9.19E-04,2.26E-04,X,0.095579195
61955,8991564,7.32E-04,2.04E-04,X,0.101511704
61961,8991985,7.41E-04,2.39E-04,X,0.099626761
61967,8992280,6.61E-04,2.63E-04,X,0.073892149
61975,8992930,5.73E-04,2.38E-04,X,0.076930705
61986,8995535,6.21E-04,3.05E-04,X,0.087123934
61993,8996328,4.72E-04,2.82E-04,X,0.072651231
62003,9001580,4.17E-04,2.57E-04,X,0.073775608
62003,9001580,4.17E-04,2.57E-04,X,0.073775608
62007,9001767,4.34E-04,2.75E-04,X,0.09003915
62014,9003230,5.74E-04,4.18E-04,X,0.082217262
62015,9003349,5.83E-04,4.21E-04,X,0.081348444
62017,9003421,5.29E-04,3.74E-04,X,0.085023442
62019,9003566,4.57E-04,3.21E-04,X,0.088416613
62019,9003566,4.57E-04,3.21E-04,X,0.088416613
62030,9006724,4.73E-04,3.99E-04,X,0.113294717
62037,9011191,6.37E-04,4.68E-04,X,0.105089215
62048,9011796,7.95E-04,5.89E-04,X,0.095588189
62054,9012114,9.23E-04,6.24E-04,X,0.096519812
62063,9012589,0.001017784,6.50E-04,X,0.089768695
62078,9014212,9.88E-04,5.54E-04,X,0.095611318
62090,9015229,0.001214118,7.24E-04,X,0.093769929
62098,9015754,0.001423146,8.81E-04,X,0.103273185
62110,9016497,0.001614884,0.00100414,X,0.101203529
62120,9016884,0.001821724,0.001068203,X,0.113363763
62134,9017704,0.001863967,0.001066674,X,0.110072366
62149,9018236,0.001905554,0.001209396,X,0.113001611
62157,9018870,0.001851053,0.001197619,X,0.115709107
62167,9019209,0.001807278,0.001165861,X,0.116652955
62175,9019657,0.001628454,0.001114145,X,0.121499264
62193,9020485,0.001757592,0.001268393,X,0.121429962
62214,9021890,0.001665007,0.001211072,X,0.12991623
62231,9022464,0.001751026,0.001271804,X,0.109175017
62250,9026076,0.001658222,0.001265912,X,0.120414218
62269,9027399,0.00167223,0.001230558,X,0.115646363
62278,9027754,0.001491218,0.001086935,X,0.112274205
62290,9028516,0.001317647,9.20E-04,X,0.112130962
62302,9028909,0.001437155,8.16E-04,X,0.137519779
62311,9029770,0.001459918,9.67E-04,X,0.160945854
62320,9030094,0.00161554,0.001001903,X,0.159998758
62336,9031474,0.001517702,8.36E-04,X,0.168785525
62349,9033136,0.001418331,7.27E-04,X,0.167665024
62365,9034108,0.001238632,5.40E-04,X,0.209080062
62382,9035273,0.001306922,4.94E-04,X,0.214090627
62400,9036324,0.001326621,5.55E-04,X,0.228477966
62412,9037687,0.001425554,6.23E-04,X,0.222955133
62427,9038810,0.001653844,6.25E-04,X,0.213457598
62445,9039853,0.001610506,6.79E-04,X,0.20176811
62456,9040392,0.001675951,5.44E-04,X,0.1832444
62476,9041602,0.001780356,5.99E-04,X,0.220513966
62490,9042256,0.001701122,5.79E-04,X,0.221331847
62499,9042634,0.00182829,5.95E-04,X,0.218143297
62515,9043498,0.002002736,6.34E-04,X,0.198621579
62533,9044496,0.001959179,6.82E-04,X,0.193119369
62545,9045255,0.001749494,6.20E-04,X,0.178693322
62554,9045695,0.001617073,5.44E-04,X,0.182038226
62565,9046363,0.001357264,4.97E-04,X,0.192172557
62575,9047040,0.001132476,3.98E-04,X,0.19892527
62581,9047597,9.65E-04,4.13E-04,X,0.203421697
62601,9048924,7.99E-04,3.74E-04,X,0.124904671
62612,9049682,7.41E-04,4.21E-04,X,0.126272046
62626,9055015,8.57E-04,6.56E-04,X,0.105249512
62641,9055886,7.11E-04,6.42E-04,X,0.138299705
62652,9056795,6.06E-04,5.31E-04,X,0.122796321
62658,9057092,6.06E-04,5.31E-04,X,0.123380096
62662,9057354,6.84E-04,5.45E-04,X,0.121491034
62667,9057831,7.24E-04,5.79E-04,X,0.11880266
62670,9058276,7.50E-04,6.13E-04,X,0.116563587
62681,9059180,9.07E-04,7.10E-04,X,0.123328842
62697,9061880,9.89E-04,7.11E-04,X,0.14223052
62712,9063675,0.001180848,8.39E-04,X,0.159087641
62725,9064322,9.78E-04,6.17E-04,X,0.178455696
62737,9064927,8.92E-04,6.24E-04,X,0.163913393
62749,9065670,0.0010029,7.49E-04,X,0.189779122
62756,9066166,0.001063311,7.29E-04,X,0.189257203
62769,9066884,0.001294227,8.84E-04,X,0.210500161
62780,9067774,0.001470205,9.56E-04,X,0.223805451
62789,9068395,0.001754528,0.001018413,X,0.234838377
62799,9069342,0.001593434,8.87E-04,X,0.242315863
62806,9069749,0.001416799,8.03E-04,X,0.241659906
62816,9070115,0.001197483,6.11E-04,X,0.247735521
62821,9071138,0.001114528,5.76E-04,X,0.258826812
62836,9071957,0.001173406,5.89E-04,X,0.255701005
62852,9073376,0.001253735,6.37E-04,X,0.231068071
62862,9078337,0.001279124,6.52E-04,X,0.233083267
62880,9079308,0.00115896,5.50E-04,X,0.199533161
62892,9080050,0.001137073,5.14E-04,X,0.192902286
62907,9081089,0.001280438,5.32E-04,X,0.164827205
62907,9081089,0.001280438,5.32E-04,X,0.164827205
62907,9081089,0.001280438,5.32E-04,X,0.164827205
62909,9081125,0.001398632,5.89E-04,X,0.161642639
62914,9081565,0.001458386,6.05E-04,X,0.15888176
62931,9082793,0.001462326,6.97E-04,X,0.171056768
62944,9083527,0.001482681,6.79E-04,X,0.161489114
62954,9086820,0.001438687,6.91E-04,X,0.155622414
62967,9087839,0.001304733,7.21E-04,X,0.17699306
62980,9088456,0.001193543,7.00E-04,X,0.155377614
62998,9090215,8.92E-04,6.61E-04,X,0.134765539
63003,9090581,9.98E-04,6.81E-04,X,0.13035865
63012,9091995,0.001217839,7.49E-04,X,0.136169254
63021,9092894,0.001304077,7.93E-04,X,0.144719704
63034,9093758,0.001413735,0.000795651,X,0.143449533
63050,9094423,0.001443721,6.83E-04,X,0.121813114
63061,9095776,0.001311737,5.40E-04,X,0.12162453
63068,9095927,0.001304733,5.05E-04,X,0.124416381
63075,9096286,0.001310862,4.73E-04,X,0.115408931
63087,9097187,0.001347196,4.93E-04,X,0.111310372
63102,9098134,0.001329029,4.28E-04,X,0.116848242
63113,9098905,0.001263365,4.39E-04,X,0.117130528
63124,9099503,0.001065937,3.73E-04,X,0.104743736
63134,9101938,9.43E-04,3.80E-04,X,0.099405324
63149,9103386,9.34E-04,4.52E-04,X,0.095336452
63158,9103933,7.83E-04,4.76E-04,X,0.124910018
63171,9104976,8.02E-04,6.24E-04,X,0.129058145
63182,9106691,8.07E-04,6.60E-04,X,0.122869539
63192,9107536,9.59E-04,7.61E-04,X,0.109704708
63204,9109044,9.99E-04,7.56E-04,X,0.11773557
63217,9110008,0.001028728,8.31E-04,X,0.115561935
63229,9110700,0.001075787,8.98E-04,X,0.123752839
63235,9111095,0.00110249,9.40E-04,X,0.119791353
63243,9111571,0.001129631,8.55E-04,X,0.109908644
63254,9112526,0.00107316,7.84E-04,X,0.118154158
63256,9112744,0.00107316,7.04E-04,X,0.104655732
63263,9113364,9.56E-04,5.36E-04,X,0.101159881
63272,9113948,8.90E-04,4.99E-04,X,0.106176435
63280,9114486,6.91E-04,3.33E-04,X,0.111586415
63293,9115962,7.14E-04,3.40E-04,X,0.120789077
63306,9117196,6.44E-04,2.70E-04,X,0.12427423
63314,9121693,5.60E-04,1.76E-04,X,0.109886269
63326,9122980,6.77E-04,1.63E-04,X,0.115727343
63338,9123769,6.90E-04,1.69E-04,X,0.110234935
63342,9124914,6.83E-04,2.03E-04,X,0.129318947
63351,9125608,9.77E-04,3.00E-04,X,0.141454712
63351,9125608,9.77E-04,3.08E-04,X,0.140877416
63360,9126025,0.0010771,4.00E-04,X,0.131090459
63362,9126108,0.001063311,4.00E-04,X,0.132077941
63368,9126449,8.82E-04,3.28E-04,X,0.129877406
63374,9127986,7.88E-04,3.13E-04,X,0.135609038
63377,9128098,7.92E-04,3.12E-04,X,0.135419078
63385,9128600,6.26E-04,2.81E-04,X,0.144957449
63396,9130107,6.23E-04,2.91E-04,X,0.160092687
63406,9130382,6.34E-04,3.75E-04,X,0.143716977
63420,9136978,4.94E-04,3.47E-04,X,0.138200367
63427,9137393,5.84E-04,3.82E-04,X,0.142969999
63441,9138127,6.79E-04,3.77E-04,X,0.150462618
63455,9139380,0.001000274,5.55E-04,X,0.152260946
63460,9139688,0.001062654,5.71E-04,X,0.147426191
63464,9140228,0.001169248,6.00E-04,X,0.151268052
63471,9140893,0.001261833,6.30E-04,X,0.147418977
63479,9141177,0.001463201,6.76E-04,X,0.145431471
63489,9141572,0.001456854,8.25E-04,X,0.15772011
63512,9143429,0.001644213,8.82E-04,X,0.168760372
63525,9144721,0.001622107,8.36E-04,X,0.163881089
63541,9145653,0.001779261,9.53E-04,X,0.17380802
63548,9146006,0.001583584,8.76E-04,X,0.179228938
63568,9147262,0.001383967,8.08E-04,X,0.184052173
63580,9147680,0.001404761,8.58E-04,X,0.192324323
63592,9148488,0.001454884,9.78E-04,X,0.188114506
63598,9148672,0.001353324,9.46E-04,X,0.193463881
63606,9149202,0.001151956,9.00E-04,X,0.200505131
63614,9149530,0.001108618,7.19E-04,X,0.190521325
63637,9152042,0.001046238,6.00E-04,X,0.174873128
63652,9153176,0.00103223,6.09E-04,X,0.181121681
63668,9156857,9.55E-04,5.61E-04,X,0.174807089
63676,9157354,0.001047989,7.74E-04,X,0.199030706
63696,9158723,0.001132476,8.62E-04,X,0.190476704
63711,9159501,0.001173406,8.20E-04,X,0.179559611
63723,9160534,0.001084323,8.28E-04,X,0.183713095
63723,9160534,0.001084323,8.28E-04,X,0.183713095
63723,9160534,0.001084323,8.28E-04,X,0.183713095
63730,9161083,0.001103365,9.11E-04,X,0.179176485
63743,9161462,9.79E-04,8.63E-04,X,0.184595229
63753,9161755,9.37E-04,8.54E-04,X,0.189036441
63771,9162994,9.53E-04,9.57E-04,X,0.186590946
63786,9166916,9.82E-04,7.89E-04,X,0.163932568
63808,9169088,8.53E-04,6.31E-04,X,0.161494093
63821,9169617,8.67E-04,6.24E-04,X,0.169299552
63829,9170104,8.22E-04,5.22E-04,X,0.162252102
63832,9170227,8.81E-04,5.64E-04,X,0.158097288
63832,9170227,8.81E-04,5.64E-04,X,0.158097288
63843,9170993,9.42E-04,5.29E-04,X,0.171588616
63852,9171833,9.25E-04,5.27E-04,X,0.164630876
63860,9172172,9.64E-04,5.68E-04,X,0.148270484
63878,9173861,0.001031792,4.34E-04,X,0.144018198
63893,9176592,0.001071628,4.12E-04,X,0.147085248
63901,9177657,9.94E-04,3.72E-04,X,0.155215284
63907,9178107,8.56E-04,3.55E-04,X,0.152809181
63911,9178472,8.33E-04,3.00E-04,X,0.156410061
63914,9178923,7.75E-04,2.58E-04,X,0.161667005
63914,9178923,7.75E-04,2.58E-04,X,0.161667005
63920,9179294,6.26E-04,2.01E-04,X,0.14954137
63924,9179494,5.34E-04,1.79E-04,X,0.161249865
63929,9179888,4.20E-04,1.14E-04,X,0.194154769
63937,9180247,1.66E-04,3.28E-05,X,0.201678303
63944,9195792,4.60E-06,0,X,0.011764706
63947,9196698,5.25E-05,1.71E-06,X,0.057132385
63949,9196748,6.15E-05,3.43E-06,X,0.052791945
63949,9196748,6.15E-05,3.43E-06,X,0.052791945
63950,9196860,7.53E-05,5.13E-06,X,0.04414375
63951,9196985,7.99E-05,3.53E-05,X,0.083658303
63954,9197162,1.20E-04,4.04E-05,X,0.090691991
63955,9199737,1.50E-04,4.04E-05,X,0.088866183
63957,9199907,1.91E-04,5.03E-05,X,0.089049524
63962,9201728,3.03E-04,8.88E-05,X,0.149124007
63967,9202099,4.28E-04,1.05E-04,X,0.155628769
63977,9204503,4.80E-04,1.25E-04,X,0.144373856
63979,9204782,4.80E-04,1.23E-04,X,0.144409701
63979,9204782,4.80E-04,1.23E-04,X,0.144409701
63981,9205045,4.66E-04,1.22E-04,X,0.147535587
63982,9205078,4.62E-04,9.16E-05,X,0.146501976
63984,9205668,4.22E-04,8.65E-05,X,0.14972689
63986,9205811,3.92E-04,8.65E-05,X,0.153801383
63988,9205857,3.81E-04,7.99E-05,X,0.159118278
63994,9206192,2.78E-04,4.97E-05,X,0.113982016
63999,9206733,1.73E-04,5.69E-05,X,0.050494021
64007,9214815,1.28E-04,7.54E-05,X,0.055111971
64015,9217288,2.34E-04,1.27E-04,X,0.06910734
64016,9217449,2.48E-04,1.27E-04,X,0.068750702
64022,9217782,3.49E-04,1.38E-04,X,0.071920884
64027,9218069,4.24E-04,1.85E-04,X,0.07330602
64028,9219200,4.62E-04,2.17E-04,X,0.065709722
64028,9219200,4.62E-04,2.17E-04,X,0.065709722
64031,9219543,4.74E-04,2.23E-04,X,0.060331619
64038,9219875,5.14E-04,2.89E-04,X,0.063840446
64042,9220112,5.82E-04,3.05E-04,X,0.070976515
64048,9220490,6.44E-04,3.11E-04,X,0.081567198
64063,9224186,6.63E-04,2.93E-04,X,0.085725354
64071,9225667,7.47E-04,3.40E-04,X,0.095810306
64088,9227213,9.01E-04,4.32E-04,X,0.128517934
64096,9227679,8.98E-04,4.05E-04,X,0.14024663
64107,9228400,0.00104383,4.31E-04,X,0.13526989
