collection_category,fixed_substrate,isotype,strain,c_label,s_label,worms_on_sample,approximate_number_of_worms,males_observed,latitude,longitude,island,substrate,landscape,sky_view,gridsect,gridsect_number,gridsect_direction,gridsect_radius,substrate_temperature,substrate_moisture,ambient_humidity,ambient_temperature,altitude,date,time,pcr_positive,species_id,photo_url_thumb
No Worm,Leaf litter,NA,NA,C-0943,NA,No,NA,NA,20.874647,-156.186294,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,15,B,3,21.7,59.5,75.1,25.6,191.689441,2017-08-15,15:27:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0943.thumb.jpg
No Worm,Fungus,NA,NA,C-0951,NA,No,NA,NA,20.874606,-156.186331,Maui,Fungus,Wild forest,Partially Obstructed,yes,15,D,3,22,NA,77.4,24.9,195.4590909,2017-08-15,15:32:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0951.thumb.jpg
No Worm,Fruit/nut/veg,NA,NA,C-0955,NA,No,NA,NA,20.874619,-156.186486,Maui,Fruit/nut/vegetable,Wild forest,Partially Obstructed,yes,15,F,3,22.3,24,81.1,24.3,196.4834437,2017-08-15,15:37:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0955.thumb.jpg
No Worm,Leaf litter,NA,NA,C-0965,NA,No,NA,NA,22.131499,-159.660442,Kauai,Leaf litter,Wild forest,Obstructed,yes,10,A,2,19.5,62.5,62.2,24,1157,2017-08-10,11:14:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0965.thumb.jpg
No Worm,Leaf litter,NA,NA,C-0970,NA,No,NA,NA,22.131623,-159.660546,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,10,E,2,22.5,24.5,60.5,23.3,1157,2017-08-10,11:25:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0970.thumb.jpg
No Worm,Leaf litter,NA,NA,C-0977,NA,No,NA,NA,22.1315326,-159.6604194,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,10,B,2,19.5,62.5,60.3,24,1157,2017-08-10,11:17:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0977.thumb.jpg
No Worm,Leaf litter,NA,NA,C-0978,NA,No,NA,NA,22.131663,-159.660501,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,10,F,2,17.8,69,63,22.6,1157,2017-08-10,11:28:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0978.thumb.jpg
No Worm,Leaf litter,NA,NA,C-0981,NA,No,NA,NA,22.131536,-159.660422,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,10,C,2,19.7,26,64.3,23.3,1157,2017-08-10,11:20:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0981.thumb.jpg
No Worm,Leaf litter,NA,NA,C-0987,NA,No,NA,NA,22.121981,-159.664458,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,12,A,3,18.3,57.5,79.4,21.2,1119.354167,2017-08-11,14:02:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0987.thumb.jpg
No Worm,Leaf litter,NA,NA,C-1003,NA,No,NA,NA,22.121858,-159.664392,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,12,D,3,18.4,55.5,79.1,21.2,1114.929078,2017-08-11,14:06:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1003.thumb.jpg
No Worm,Leaf litter,NA,NA,C-1005,NA,No,NA,NA,22.131521,-159.660421,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,10,D,2,19.1,42.5,63.1,23.3,1157,2017-08-10,11:22:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1005.thumb.jpg
No Worm,Leaf litter,NA,NA,C-1007,NA,No,NA,NA,22.121836,-159.664392,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,12,D,2,18.1,62,77.4,21.1,1114.948454,2017-08-11,14:07:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1007.thumb.jpg
No Worm,Leaf litter,NA,NA,C-1015,NA,No,NA,NA,22.121783,-159.664339,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,12,C,3,19.4,53.5,78.9,21.2,1113.664122,2017-08-11,14:05:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1015.thumb.jpg
No Worm,Leaf litter,NA,NA,C-1016,NA,No,NA,NA,22.194364,-159.478614,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,11,A,1,24.3,55,77.5,26.38888888888889,198.7314488,2017-08-10,11:31:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1016.thumb.jpg
No Worm,Leaf litter,NA,NA,C-1058,NA,No,NA,NA,21.138089,-156.965894,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,20,F,3,21.3,64.5,71.6,24.7,754.6213592,2017-08-12,12:32:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1058.thumb.jpg
No Worm,Leaf litter,NA,NA,C-1063,NA,?,NA,NA,22.131572000011897,-159.66048349997737,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,10,D,1,18.4,33.8,63.1,23.3,1158.028409,2017-08-10,11:22:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1063.thumb.jpg
No Worm,Leaf litter,NA,NA,C-1064,NA,No,NA,NA,22.131548500000196,-159.6604140000007,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,10,B,1,19,40,60.3,24,1158.028409,2017-08-10,11:17:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1064.thumb.jpg
No Worm,Fungus,NA,NA,C-1068,NA,No,NA,NA,22.071372,-159.417522,Kauai,Fungus,Wild forest,Partially Obstructed,yes,7,A,1,24.9,58,70.6,28.1,162.3660131,2017-08-09,10:46:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1068.thumb.jpg
No Worm,Leaf litter,NA,NA,C-1140,NA,No,NA,NA,20.949421,-156.535316,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,13,C,2,21.3,69,87.7,23.6,439,2017-08-13,15:37:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1140.thumb.jpg
No Worm,Fruit/nut/veg,NA,NA,C-1272,NA,No,NA,NA,20.723333,-156.304358,Maui,Fruit/nut/vegetable,Wild forest,Partially Obstructed,yes,14,A,3,15.7,72,80.7,19.2,1642.326531,2017-08-14,14:14:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1272.thumb.jpg
No Worm,Leaf litter,NA,NA,C-1276,NA,No,NA,NA,20.723239,-156.304311,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,14,E,3,14.4,70,85.3,17.8,1643.257732,2017-08-14,14:21:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1276.thumb.jpg
No Worm,Fungus,NA,NA,C-1316,NA,No,NA,NA,20.767886,-156.237149,Maui,Fungus,Wild forest,Partially Obstructed,yes,16,A,2,10.8,64,86.8,14.7,2075,2017-08-16,15:48:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1316.thumb.jpg
No Worm,Leaf litter,NA,NA,C-1366,NA,No,NA,NA,21.137958,-156.965969,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,20,A,1,22.3,68.5,66.2,26,752.0103093,2017-08-12,12:14:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1366.thumb.jpg
No Worm,Leaf litter,NA,NA,C-1370,NA,No,NA,NA,21.138067,-156.965861,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,20,B,1,22,65.5,68.6,26,753.7122302,2017-08-12,12:24:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1370.thumb.jpg
No Worm,Leaf litter,NA,NA,C-1374,NA,No,NA,NA,21.138125,-156.965911,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,20,C,1,22.3,53,73.5,25.3,748.1057692,2017-08-12,12:26:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1374.thumb.jpg
No Worm,Leaf litter,NA,NA,C-1471,NA,No,NA,NA,20.767893,-156.237148,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,16,B,2,10.4,52.5,83.4,14,2075,2017-08-16,15:50:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1471.thumb.jpg
No Worm,Fruit/nut/veg,NA,NA,C-1518,NA,No,NA,NA,20.66489,-156.049033,Maui,Fruit/nut/vegetable,Wild forest,Partially Obstructed,yes,17,C,2,25.9,67,70.6,26.8,114,2017-08-17,15:42:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1518.thumb.jpg
No Worm,Leaf litter,NA,NA,C-2551,NA,?,NA,NA,20.887892,-156.310106,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,15,F,1,23.3,66,81.1,24.3,197.5632184,2017-08-15,15:37:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2551.thumb.jpg
No Worm,Fruit/nut/veg,NA,NA,C-2596,NA,No,NA,NA,20.664928,-156.04902,Maui,Fruit/nut/vegetable,Wild forest,Partially Obstructed,yes,17,A,0,26.6,64,70.8,26.7,114,2017-08-17,15:34:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2596.thumb.jpg
No Worm,Fruit/nut/veg,NA,NA,C-2598,NA,No,NA,NA,20.664924500000645,-156.04903500000034,Maui,Fruit/nut/vegetable,Wild forest,Partially Obstructed,yes,17,A,1,26.2,63.5,69.1,26.7,114,2017-08-17,15:38:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2598.thumb.jpg
No Worm,Leaf litter,NA,NA,C-2599,NA,No,NA,NA,20.664919000000207,-156.0490165,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,17,B,1,23.9,62.5,70.5,26.7,114,2017-08-17,15:40:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2599.thumb.jpg
No Worm,Fruit/nut/veg,NA,NA,C-2602,NA,No,NA,NA,20.664844,-156.049072,Maui,Fruit/nut/vegetable,Wild forest,Partially Obstructed,yes,17,F,1,24.9,58.5,74,26.7,98.69832402,2017-08-17,15:48:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2602.thumb.jpg
No Worm,Leaf litter,NA,NA,C-2605,NA,No,NA,NA,20.664903,-156.049008,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,17,F,3,25.3,23,74,26.7,100.0090498,2017-08-17,15:49:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2605.thumb.jpg
No Worm,Leaf litter,NA,NA,C-2649,NA,No,NA,NA,22.121969,-159.664528,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,12,A,0,19.1,57,73.7,22.6,1127.866667,2017-08-11,14:01:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2649.thumb.jpg
No Worm,Leaf litter,NA,NA,C-2653,NA,No,NA,NA,22.121914,-159.664392,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,12,B,2,17.2,59,81.8,20.5,1126.847458,2017-08-11,14:04:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2653.thumb.jpg
No Worm,Leaf litter,NA,NA,C-2654,NA,No,NA,NA,22.121947,-159.664381,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,12,C,1,17.2,58,80.9,20.1,1126.466102,2017-08-11,14:05:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2654.thumb.jpg
No Worm,Leaf litter,NA,NA,C-2655,NA,No,NA,NA,22.121864,-159.664475,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,12,C,2,17.9,60,80.9,20.53,1127.708333,2017-08-11,14:06:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2655.thumb.jpg
No Worm,Leaf litter,NA,NA,C-2656,NA,No,NA,NA,22.121872,-159.664464,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,12,D,1,17.6,52,82.3,21.2,1127.708333,2017-08-11,14:06:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2656.thumb.jpg
No Worm,Leaf litter,NA,NA,C-2657,NA,No,NA,NA,22.121883,-159.664517,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,12,E,3,17,60.5,78,21.2,1127.708333,2017-08-11,14:07:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2657.thumb.jpg
No Worm,Leaf litter,NA,NA,C-2816,NA,No,NA,NA,19.423864,-155.222478,Big Island,Leaf litter,Rural garden,Partially Obstructed,yes,1,C,3,16.7,71.5,94,18.5,1119.423197,2017-08-14,08:01:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2816.thumb.jpg
No Worm,Leaf litter,NA,NA,C-2818,NA,No,NA,NA,19.423881,-155.222547,Big Island,Leaf litter,Rural garden,Partially Obstructed,yes,1,E,3,17.1,70,94,18.5,1119.067568,2017-08-14,08:05:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2818.thumb.jpg
No Worm,Leaf litter,NA,NA,C-2820,NA,No,NA,NA,19.42388613,-155.222485,Big Island,Leaf litter,Rural garden,Partially Obstructed,yes,1,F,3,17.6,70.5,94,18.5,1126,2017-08-14,08:08:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2820.thumb.jpg
No Worm,Fruit/nut/veg,NA,NA,C-2860,NA,No,NA,NA,20.039911,-155.441617,Big Island,Fruit/nut/vegetable,Wild forest,Partially Obstructed,yes,3,B,3,21,NA,88.8,22.6,670.2622951,2017-08-17,14:52:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2860.thumb.jpg
No Worm,Leaf litter,NA,NA,C-2864,NA,No,NA,NA,19.423889,-155.222447,Big Island,Leaf litter,Rural garden,Partially Obstructed,yes,1,F,1,14.2,71.5,94,18.5,1118.321244,2017-08-14,08:07:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2864.thumb.jpg
No Worm,Leaf litter,NA,NA,C-3055,NA,No,NA,NA,19.423853,-155.222453,Big Island,Leaf litter,Rural garden,Partially Obstructed,yes,1,B,1,16.1,71.5,94,18.5,1116.554217,2017-08-14,07:59:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3055.thumb.jpg
No Worm,Leaf litter,NA,NA,C-3308,NA,?,NA,NA,20.036875,-155.441708,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,D,2,20.2,62,75.5,24,676.7084746,2017-08-17,14:10:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3308.thumb.jpg
